"address/city","address/country","address/fullAddress","address/state","address/street","address/zipCode","amenities/0","categories/0","categories/1","categories/2","description","distance","hours/0","hours/1","hours/2","hours/3","hours/4","hours/5","listingId","name","openStatus","openStatus/status","openStatus/text","parsedHours/0/closeTime","parsedHours/0/days","parsedHours/0/openTime","parsedHours/0/raw","parsedHours/1/closeTime","parsedHours/1/days","parsedHours/1/openTime","parsedHours/1/raw","parsedHours/2/closeTime","parsedHours/2/days","parsedHours/2/openTime","parsedHours/2/raw","parsedHours/3/closeTime","parsedHours/3/days","parsedHours/3/openTime","parsedHours/3/raw","parsedHours/4/closeTime","parsedHours/4/days","parsedHours/4/openTime","parsedHours/4/raw","parsedHours/5/closeTime","parsedHours/5/days","parsedHours/5/openTime","parsedHours/5/raw","phone","rating/average","rating/totalReviews","snippet","thumbnail","url","website","yearsInBusiness"
"Plano","US","8100 Dallas Pkwy Ste 211, Plano, TX, 75024","TX","8100 Dallas Pkwy Ste 211","75024",,"Dentists",,,,,"Mo-Fr 08:00-17:00",,,,,,"959991","Deanna E Banks, DDS",,,,"17:00","Monday - Friday","08:00","Mo-Fr 08:00-17:00",,,,,,,,,,,,,,,,,,,,,"(972) 377-3121",,,,"https://i4.ypcdn.com/blob/97b5892eb82de44a5f941d173ef7172dc8b5ac65_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/deanna-e-banks-dds-959991","http://banksdds.net","23"
"Plano","US","1108 W Parker Rd Ste 112, Plano, TX, 75075","TX","1108 W Parker Rd Ste 112","75075","Wheelchair accessible","Dentists",,,,,,,,,,,"474795026","Daigo Mizuno",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(972) 424-3064",,,,,"https://www.yellowpages.com/plano-tx/mip/daigo-mizuno-474795026","http://daigomizuno474795026.localsearch.com",
"Plano","US","8100 Dallas Pkwy Ste 211, Plano, TX, 75024","TX","8100 Dallas Pkwy Ste 211","75024",,"Dentists",,,,,"Mo 08:00-16:00","Tu-Th 11:00-19:00","Fr 09:00-17:00","Sa 08:00-14:00",,,"472516597","Sai Dental",,"closed now","closed now","16:00","Monday","08:00","Mo 08:00-16:00","19:00","Tuesday - Thursday","11:00","Tu-Th 11:00-19:00","17:00","Friday","09:00","Fr 09:00-17:00","14:00","Saturday","08:00","Sa 08:00-14:00",,,,,,,,,"(972) 468-9339",,,,,"https://www.yellowpages.com/plano-tx/mip/sai-dental-472516597","http://www.mysaidental.com",
"Plano","US","6150 Independence Pkwy, Plano, TX, 75023","TX","6150 Independence Pkwy","75023",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 09:00-17:30","Tu-Th 08:00-17:00","Fr 09:00-12:00",,,,"11097008","Alloju, Suzy, DDS",,,,"17:30","Monday","09:00","Mo 09:00-17:30","17:00","Tuesday - Thursday","08:00","Tu-Th 08:00-17:00","12:00","Friday","09:00","Fr 09:00-12:00",,,,,,,,,,,,,"(972) 491-7500",,,,,"https://www.yellowpages.com/plano-tx/mip/alloju-suzy-dds-11097008","http://www.wmschelldds.com","41"
"Plano","US","3020 Legacy Dr Ste 210, Plano, TX, 75023","TX","3020 Legacy Dr Ste 210","75023",,"Dentists","Orthodontists","Prosthodontists &amp; Denture Centers",,,"Mo-Th 08:30-17:00","Fr 08:30-12:00",,,,,"21895481","Dr. Charles Sizemore",,,,"17:00","Monday - Thursday","08:30","Mo-Th 08:30-17:00","12:00","Friday","08:30","Fr 08:30-12:00",,,,,,,,,,,,,,,,,"(972) 491-1434",,,,,"https://www.yellowpages.com/plano-tx/mip/dr-charles-sizemore-21895481","http://www.dentistinplanotexas.net","43"
"Richardson","US","291 W Renner Rd, Richardson, TX, 75080","TX","291 W Renner Rd","75080",,"Dentists","Periodontists","Oral &amp; Maxillofacial Surgery",,,"Mo-Sa 09:00-17:00",,,,,,"478728379","Stewart Carl B Jr DDS Inc",,"closed now","closed now","17:00","Monday - Saturday","09:00","Mo-Sa 09:00-17:00",,,,,,,,,,,,,,,,,,,,,"(972) 238-9691",,,,,"https://www.yellowpages.com/richardson-tx/mip/stewart-carl-b-jr-dds-inc-478728379","http://yellowpages.com/richardson-tx/mip/faiz-allen-9112492",
"Plano","US","6800 Alma Dr Ste 101, Plano, TX, 75023","TX","6800 Alma Dr Ste 101","75023","Wheelchair accessible","Dentists",,,,,,,,,,,"466063087","Dr. Dong Nguyen, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(469) 467-8007",,,,,"https://www.yellowpages.com/plano-tx/mip/dr-dong-nguyen-dds-466063087","http://drdongnguyendds.localsearch.com",
"Richardson","US","291 W Renner Rd, Richardson, TX, 75080","TX","291 W Renner Rd","75080","Wheelchair accessible","Dentists",,,,,"Mo-Th 08:00-17:00","Fr 08:00-12:00",,,,,"4532208","Watson Family Dentistry - W Renner Rd Location",,,,"17:00","Monday - Thursday","08:00","Mo-Th 08:00-17:00","12:00","Friday","08:00","Fr 08:00-12:00",,,,,,,,,,,,,,,,,"(972) 234-0626",,,,,"https://www.yellowpages.com/richardson-tx/mip/watson-family-dentistry-w-renner-rd-location-4532208","https://jamesmwatsondds.com",
"Plano","US","1212 Coit Rd Ste 107, Plano, TX, 75075","TX","1212 Coit Rd Ste 107","75075",,"Dentists","Endodontists","Oral &amp; Maxillofacial Surgery",,,"Mo-Fr 07:00-15:00",,,,,,"5699952","Timothy Icenhower DDS",,,,"15:00","Monday - Friday","07:00","Mo-Fr 07:00-15:00",,,,,,,,,,,,,,,,,,,,,"(972) 673-0304",,,,,"https://www.yellowpages.com/plano-tx/mip/timothy-icenhower-dds-5699952","http://timothyicenhowerdds.localsearch.com","29"
"Plano","US","6533 Preston Rd Ste 200, Plano, TX, 75024","TX","6533 Preston Rd Ste 200","75024",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo-Tu 07:00-18:00","Th 07:00-18:00","Fr 07:00-14:00",,,,"12864599","Mielcarek, Vivian, DDS",,,,"18:00","Monday - Tuesday","07:00","Mo-Tu 07:00-18:00","18:00","Thursday","07:00","Th 07:00-18:00","14:00","Friday","07:00","Fr 07:00-14:00",,,,,,,,,,,,,"(972) 608-1000",,,,,"https://www.yellowpages.com/plano-tx/mip/mielcarek-vivian-dds-12864599","http://yellowpages.com/plano-tx/mip/dr-thomas-simmons-466103215","31"
"Plano","US","2865 Mcdermott Rd Ste 220, Plano, TX, 75025","TX","2865 Mcdermott Rd Ste 220","75025",,"Dentists","Dental Clinics","Oral &amp; Maxillofacial Surgery",,,"Mo-Th 09:00-17:00","Fr 09:00-12:30",,,,,"12021927","Softtouch Dental And Implant Center",,"closed now","closed now","17:00","Monday - Thursday","09:00","Mo-Th 09:00-17:00","12:30","Friday","09:00","Fr 09:00-12:30",,,,,,,,,,,,,,,,,"(214) 644-0010",,,,"https://i4.ypcdn.com/blob/781a82fae7370d8b090ea1a9ea387189e8162b46_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/softtouch-dental-and-implant-center-12021927","http://www.softtouchdentist.net",
"Plano","US","5934 W Parker Rd Ste 400, Plano, TX, 75093","TX","5934 W Parker Rd Ste 400","75093","Wheelchair accessible","Dentists","Cosmetic Dentistry",,,,"Mo-Tu 08:00-17:00","Th 08:00-17:00","Fr 07:30-13:30",,,,"459623832","Fred M. Rabinowitz DDS, PA",,,,"17:00","Monday - Tuesday","08:00","Mo-Tu 08:00-17:00","17:00","Thursday","08:00","Th 08:00-17:00","13:30","Friday","07:30","Fr 07:30-13:30",,,,,,,,,,,,,"(972) 867-5989",,,,"https://i4.ypcdn.com/blob/d5c2c11dbba980647323a2039c2255e2aacb9f81_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/fred-m-rabinowitz-dds-pa-459623832","http://www.rabinowitzdds.com",
"Plano","US","204 Coit Rd Ste 100, Plano, TX, 75075","TX","204 Coit Rd Ste 100","75075",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo-Fr 07:00-15:00",,,,,,"469874342","Ashley Nicholson DDS",,"closed now","closed now","15:00","Monday - Friday","07:00","Mo-Fr 07:00-15:00",,,,,,,,,,,,,,,,,,,,,"(972) 309-1600",,,,,"https://www.yellowpages.com/plano-tx/mip/ashley-nicholson-dds-469874342","http://yellowpages.com/plano-tx/mip/vitality-dental-459297427",
"Plano","US","7924 Preston Rd, Ste200, Plano, TX, 75024","TX","7924 Preston Rd, Ste200","75024","Wheelchair accessible","Dentists",,,,,"Mo-We 09:00-18:00","Th 07:00-16:00","Fr 09:00-18:00","Sa 09:00-13:00",,,"3015681","Bindu Madhavi Kolli, DMD",,,,"18:00","Monday - Wednesday","09:00","Mo-We 09:00-18:00","16:00","Thursday","07:00","Th 07:00-16:00","18:00","Friday","09:00","Fr 09:00-18:00","13:00","Saturday","09:00","Sa 09:00-13:00",,,,,,,,,"(469) 535-6939","4.33","3",,"https://i4.ypcdn.com/blob/a54ec486c34d4e75d44fefec3af86731720000bd_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/bindu-madhavi-kolli-dmd-3015681","http://www.southforkdental.com",
"Plano","US","6841 Coit Rd, Plano, TX, 75024","TX","6841 Coit Rd","75024",,"Dentists","Orthodontists","Prosthodontists &amp; Denture Centers",,,"Mo-Th 07:30-17:00","Fr 07:30-16:00","Sa 08:00-15:00",,,,"478837994","Steven P Thompson, DDS",,,,"17:00","Monday - Thursday","07:30","Mo-Th 07:30-17:00","16:00","Friday","07:30","Fr 07:30-16:00","15:00","Saturday","08:00","Sa 08:00-15:00",,,,,,,,,,,,,"(972) 618-5000",,,,"https://i4.ypcdn.com/blob/b266d5220db1246d40ac2eafc4358f71ee31e664_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/steven-p-thompson-dds-478837994","https://www.imagecaredentalgroup.com","28"
"Plano","US","1524 Independence Pkwy, Plano, TX, 75075","TX","1524 Independence Pkwy","75075","Wheelchair accessible","Dentists","Oral &amp; Maxillofacial Surgery","Prosthodontists &amp; Denture Centers",,,"Mo-Tu 08:00-17:00","We 07:00-14:00","Th 08:00-17:00",,,,"459441604","Jason Lee Montgomery, DDS",,,,"17:00","Monday - Tuesday","08:00","Mo-Tu 08:00-17:00","14:00","Wednesday","07:00","We 07:00-14:00","17:00","Thursday","08:00","Th 08:00-17:00",,,,,,,,,,,,,"(972) 398-1996",,,,,"https://www.yellowpages.com/plano-tx/mip/jason-lee-montgomery-dds-459441604","http://jasonleemontgomerydds.localsearch.com",
"Plano","US","609 W 15th St Ste 130, Plano, TX, 75075","TX","609 W 15th St Ste 130","75075","Wheelchair accessible","Dentists",,,,,,,,,,,"463742531","Mansour, Mohammed J, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(971) 423-3322",,,,,"https://www.yellowpages.com/plano-tx/mip/mansour-mohammed-j-dds-463742531","http://www.planodentaldistinction.com",
"Plano","US","3920 Mcdermott Rd, Plano, TX, 75025","TX","3920 Mcdermott Rd","75025",,"Dentists",,,,,"Mo 08:00-17:00","Fr 08:00-15:00","Sa 09:00-15:00",,,,"476043362","Plano Dental Loft PLLC",,"closed now","closed now","17:00","Monday","08:00","Mo 08:00-17:00","15:00","Friday","08:00","Fr 08:00-15:00","15:00","Saturday","09:00","Sa 09:00-15:00",,,,,,,,,,,,,"(469) 362-5216",,,,"https://i4.ypcdn.com/blob/4419d999e874e990387aa219db8b5ef574dbb248_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/plano-dental-loft-pllc-476043362","https://primedds.com",
"Plano","US","5800 Coit Rd Ste 400, Plano, TX, 75023","TX","5800 Coit Rd Ste 400","75023",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 09:00-17:30","Tu-Th 08:00-17:00","Fr 09:00-12:00",,,,"5810117","Fields, Arthur W, DDS",,,,"17:30","Monday","09:00","Mo 09:00-17:30","17:00","Tuesday - Thursday","08:00","Tu-Th 08:00-17:00","12:00","Friday","09:00","Fr 09:00-12:00",,,,,,,,,,,,,"(972) 985-1300",,,,"https://i4.ypcdn.com/blob/48f46b0c2d028f0e89f6a78d132ca5b38858aa90_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/fields-arthur-w-dds-5810117","http://fieldsarthurwdds.localsearch.com","35"
"Plano","US","305 W Spring Creek Pkwy Ste 100, Plano, TX, 75023","TX","305 W Spring Creek Pkwy Ste 100","75023",,"Dentists",,,,,"Mo-Tu 09:00-15:00","Th-Sa 09:00-15:00",,,,,"3585890","Yenchi Le, DDS",,,,"15:00","Monday - Tuesday","09:00","Mo-Tu 09:00-15:00","15:00","Thursday - Saturday","09:00","Th-Sa 09:00-15:00",,,,,,,,,,,,,,,,,"(972) 312-1840",,,,,"https://www.yellowpages.com/plano-tx/mip/yenchi-le-dds-3585890","http://www.icondental.com","25"
"Plano","US","8000 Coit Rd Ste 200, Plano, TX, 75025","TX","8000 Coit Rd Ste 200","75025","Wheelchair accessible","Dentists",,,,,,,,,,,"471057343","Johnson, Phillip H, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(972) 335-5455",,,,,"https://www.yellowpages.com/plano-tx/mip/johnson-phillip-h-dds-471057343","http://yoursmiledentalclinic.com",
"Plano","US","5501 Independence Pkwy Ste 204, Plano, TX, 75023","TX","5501 Independence Pkwy Ste 204","75023",,"Dentists","Periodontists","Endodontists",,,"Mo-Su",,,,,,"3845974","Peck, Michael Dds",,,,,,,"Mo-Su",,,,,,,,,,,,,,,,,,,,,"(972) 596-5868",,,,,"https://www.yellowpages.com/plano-tx/mip/peck-michael-dds-3845974","http://peckmichaeldds.localsearch.com","40"
"Plano","US","3105 W 15th St Ste A1, Plano, TX, 75075","TX","3105 W 15th St Ste A1","75075","Wheelchair accessible","Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo-Fr 07:00-15:00",,,,,,"453622662","Dennis Michael Statz, DDS",,,,"15:00","Monday - Friday","07:00","Mo-Fr 07:00-15:00",,,,,,,,,,,,,,,,,,,,,"(972) 596-3405",,,,,"https://www.yellowpages.com/plano-tx/mip/dennis-michael-statz-dds-453622662","http://yellowpages.com/plano-tx/mip/vitality-dental-459297427",
"Plano","US","5509 Pleasant Valley Dr Ste 90A, Plano, TX, 75023","TX","5509 Pleasant Valley Dr Ste 90A","75023",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 09:00-17:30","Tu-Th 08:00-17:00","Fr 09:00-12:00",,,,"22546172","Kyle McCracken",,,,"17:30","Monday","09:00","Mo 09:00-17:30","17:00","Tuesday - Thursday","08:00","Tu-Th 08:00-17:00","12:00","Friday","09:00","Fr 09:00-12:00",,,,,,,,,,,,,"(972) 596-1503",,,,,"https://www.yellowpages.com/plano-tx/mip/kyle-mccracken-22546172","http://kylemccrackendds.com","19"
"Plano","US","1200 Coit Rd Ste 100, Plano, TX, 75075","TX","1200 Coit Rd Ste 100","75075",,"Dentists","Cosmetic Dentistry",,,,"Mo-Tu 08:00-17:00","We 07:30-12:30","Th 07:00-15:00",,,,"453656697","Dr. Jacob Grapevine, DDS",,,,"17:00","Monday - Tuesday","08:00","Mo-Tu 08:00-17:00","12:30","Wednesday","07:30","We 07:30-12:30","15:00","Thursday","07:00","Th 07:00-15:00",,,,,,,,,,,,,"(972) 596-3702",,,,"https://i4.ypcdn.com/blob/27016d552491483752f6beb4dd97dfe13def62f3_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/dr-jacob-grapevine-dds-453656697","http://www.drgrapevinedds.com","22"
"Plano","US","5501 Independence Pkwy Ste 110, Plano, TX, 75023","TX","5501 Independence Pkwy Ste 110","75023",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo-Fr 07:00-19:00",,,,,,"459400669","DR Lugo DMD",,"closed now","closed now","19:00","Monday - Friday","07:00","Mo-Fr 07:00-19:00",,,,,,,,,,,,,,,,,,,,,"(972) 867-1222",,,,,"https://www.yellowpages.com/plano-tx/mip/dr-lugo-dmd-459400669","http://yellowpages.com/plano-tx/mip/james-dean-jensen-dds-msd-pa-8293203",
"Plano","US","2109 W Spring Creek Pkwy, Plano, TX, 75023","TX","2109 W Spring Creek Pkwy","75023",,"Dentists","Prosthodontists &amp; Denture Centers","Dental Hygienists",,,"Mo 09:00-17:00","Tu-Fr 08:30-18:00",,,,,"2280321","Adkins James M DDS",,,,"17:00","Monday","09:00","Mo 09:00-17:00","18:00","Tuesday - Friday","08:30","Tu-Fr 08:30-18:00",,,,,,,,,,,,,,,,,"(972) 208-2457",,,,"https://i4.ypcdn.com/blob/ab97f2cb17fd866fcf119955f9cd6c58eac68a98_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/adkins-james-m-dds-2280321","http://www.planodentist.net","46"
"Plano","US","5509 Pleasant Valley Dr, Plano, TX, 75023","TX","5509 Pleasant Valley Dr","75023",,"Dentists",,,,,,,,,,,"463612448","Cragun, Jacob D, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(972) 964-3636",,,,,"https://www.yellowpages.com/plano-tx/mip/cragun-jacob-d-dds-463612448","http://cragunjacobddds.localsearch.com",
"Plano","US","5805 Coit Rd Ste 404, Plano, TX, 75093","TX","5805 Coit Rd Ste 404","75093",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 08:00-17:00","Tu 07:00-16:00","We 08:00-17:00","Th 07:00-14:00",,,"6464133","Kirk Chilton Hooper, DDS",,,,"17:00","Monday","08:00","Mo 08:00-17:00","16:00","Tuesday","07:00","Tu 07:00-16:00","17:00","Wednesday","08:00","We 08:00-17:00","14:00","Thursday","07:00","Th 07:00-14:00",,,,,,,,,"(972) 867-5185",,,,"https://i4.ypcdn.com/blob/b7fab870891f1e1a4159c38715ad8ced37d2f423_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/kirk-chilton-hooper-dds-6464133","http://veerajpateldds.com","39"
"Plano","US","5501 Independence Pkwy, Plano, TX, 75023","TX","5501 Independence Pkwy","75023",,"Dentists","Oral &amp; Maxillofacial Surgery","Prosthodontists &amp; Denture Centers",,,"Mo-Tu 08:00-17:00","We 09:00-13:00","Th 08:00-18:00",,,,"459319474","Kellar, Patricia N, DDS",,"closed now","closed now","17:00","Monday - Tuesday","08:00","Mo-Tu 08:00-17:00","13:00","Wednesday","09:00","We 09:00-13:00","18:00","Thursday","08:00","Th 08:00-18:00",,,,,,,,,,,,,"(972) 612-9737",,,,,"https://www.yellowpages.com/plano-tx/mip/kellar-patricia-n-dds-459319474","https://www.patriciakellardds.com",
"Plano","US","5850 K Ave Ste 300, Plano, TX, 75074","TX","5850 K Ave Ste 300","75074","Wheelchair accessible","Dentists",,,,,,,,,,,"478728090","Nguyen, Hien T, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(972) 422-8662",,,,,"https://www.yellowpages.com/plano-tx/mip/nguyen-hien-t-dds-478728090","http://nguyenhientdds.localsearch.com",
"Plano","US","1928 Carmel Dr, Plano, TX, 75075","TX","1928 Carmel Dr","75075",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo-Th 08:00-16:00","Fr 08:00-15:00",,,,,"453551470","Larry R Stewart DDS MS",,"closed now","closed now","16:00","Monday - Thursday","08:00","Mo-Th 08:00-16:00","15:00","Friday","08:00","Fr 08:00-15:00",,,,,,,,,,,,,,,,,"(972) 424-8668",,,,,"https://www.yellowpages.com/plano-tx/mip/larry-r-stewart-dds-ms-453551470","http://larryrstewartddsms.localsearch.com",
"Plano","US","700 Alma Dr, Plano, TX, 75075","TX","700 Alma Dr","75075",,"Dentists","Dental Clinics","Implant Dentistry",,,"Mo-Tu 09:00-17:00","We 09:00-13:00","Th-Fr 09:00-17:00","Sa 09:00-15:00",,,"466139587","Oh, Young J, DDS",,"closed now","closed now","17:00","Monday - Tuesday","09:00","Mo-Tu 09:00-17:00","13:00","Wednesday","09:00","We 09:00-13:00","17:00","Thursday - Friday","09:00","Th-Fr 09:00-17:00","15:00","Saturday","09:00","Sa 09:00-15:00",,,,,,,,,"(972) 423-6804",,,,"https://i4.ypcdn.com/blob/5210a9761766a81f6c621d1d5d44f2fdf7e4bbd4_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/oh-young-j-dds-466139587","http://scdentalimplant.com",
"Plano","US","5961 Dallas Pkwy Ste 600, Plano, TX, 75093","TX","5961 Dallas Pkwy Ste 600","75093",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 09:00-18:00","Tu-We 07:00-18:00","Th 07:00-15:30","Fr 07:00-12:00",,,"473276590","Pincus, Michael",,,,"18:00","Monday","09:00","Mo 09:00-18:00","18:00","Tuesday - Wednesday","07:00","Tu-We 07:00-18:00","15:30","Thursday","07:00","Th 07:00-15:30","12:00","Friday","07:00","Fr 07:00-12:00",,,,,,,,,"(972) 416-2330",,,,,"https://www.yellowpages.com/plano-tx/mip/pincus-michael-473276590","https://www.parkhavendental.com","44"
"Plano","US","5800 Coit Rd Ste 600, Plano, TX, 75023","TX","5800 Coit Rd Ste 600","75023",,"Dentists","Pediatric Dentistry","Oral &amp; Maxillofacial Surgery",,,"Mo-Fr 08:00-17:00",,,,,,"14737523","Jeffrey Jaynes, DDS",,,,"17:00","Monday - Friday","08:00","Mo-Fr 08:00-17:00",,,,,,,,,,,,,,,,,,,,,"(972) 491-3916",,,,,"https://www.yellowpages.com/plano-tx/mip/jeffrey-jaynes-dds-14737523","http://www.drjaynes.com","19"
"Plano","US","4105 W Spring Creek Pkwy Ste 502, Plano, TX, 75024","TX","4105 W Spring Creek Pkwy Ste 502","75024","Wheelchair accessible","Dentists","Implant Dentistry","Cosmetic Dentistry",,,,,,,,,"453614110","James David Sandridge, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(972) 964-7500",,,,,"https://www.yellowpages.com/plano-tx/mip/james-david-sandridge-dds-453614110","http://jamesdavidsandridgedds.localsearch.com",
"Plano","US","1818 K Ave, Plano, TX, 75074","TX","1818 K Ave","75074",,"Dentists","Orthodontists",,,,"Mo-Tu 10:00-18:00","We 09:00-17:00","Th-Fr 10:00-18:00","Sa 09:00-13:00",,,"475186090","Sunshine Family Dentistry",,"closed now","closed now","18:00","Monday - Tuesday","10:00","Mo-Tu 10:00-18:00","17:00","Wednesday","09:00","We 09:00-17:00","18:00","Thursday - Friday","10:00","Th-Fr 10:00-18:00","13:00","Saturday","09:00","Sa 09:00-13:00",,,,,,,,,"(972) 516-1818",,,,,"https://www.yellowpages.com/plano-tx/mip/sunshine-family-dentistry-475186090","http://sunshinefamilydentistry475186090.localsearch.com",
"Richardson","US","3610 Shire Blvd Ste 204, Richardson, TX, 75082","TX","3610 Shire Blvd Ste 204","75082","Wheelchair accessible","Dentists",,,,,,,,,,,"468881957","Mitchell M Kim, DDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(972) 578-6633",,,,,"https://www.yellowpages.com/richardson-tx/mip/mitchell-m-kim-dds-468881957","http://mitchellmkimdds.localsearch.com",
"Plano","US","5501 Independence Pkwy Ste 200, Plano, TX, 75023","TX","5501 Independence Pkwy Ste 200","75023",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 09:00-17:30","Tu-Th 08:00-17:00","Fr 09:00-12:00",,,,"3607709","Wilson Frank Howell, DDS",,,,"17:30","Monday","09:00","Mo 09:00-17:30","17:00","Tuesday - Thursday","08:00","Tu-Th 08:00-17:00","12:00","Friday","09:00","Fr 09:00-12:00",,,,,,,,,,,,,"(972) 867-8882",,,,"https://i4.ypcdn.com/blob/4b690f680522d3da8f5f5d6d8cd7e8c519b7678e_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/wilson-frank-howell-dds-3607709","http://yellowpages.com/plano-tx/mip/james-dean-jensen-dds-msd-pa-8293203","37"
"Plano","US","910 W Parker Rd, Plano, TX, 75075","TX","910 W Parker Rd","75075",,"Dentists",,,,,"Mo-Tu 08:00-17:00","We 10:00-18:00","Fr 08:00-17:00","Sa 08:00-14:00",,,"10451890","Ultimate Dental Care",,,,"17:00","Monday - Tuesday","08:00","Mo-Tu 08:00-17:00","18:00","Wednesday","10:00","We 10:00-18:00","17:00","Friday","08:00","Fr 08:00-17:00","14:00","Saturday","08:00","Sa 08:00-14:00",,,,,,,,,"(972) 422-2927","5","1",,,"https://www.yellowpages.com/plano-tx/mip/ultimate-dental-care-10451890","http://www.ultimatedentalplano.com","26"
"Plano","US","6541 Preston Road Ste 100, Plano, TX, 75024","TX","6541 Preston Road Ste 100","75024",,"Dentists","Dental Hygienists","Prosthodontists &amp; Denture Centers",,,"Mo-Th 08:00-17:00",,,,,,"12573483","Advanced Dental Center",,,,"17:00","Monday - Thursday","08:00","Mo-Th 08:00-17:00",,,,,,,,,,,,,,,,,,,,,"(972) 781-0209","5","5",,"https://i4.ypcdn.com/blob/f30012ce420116649b1c9b42719d5a9132e6b47f_130x130_crop.jpg?6046996
","https://www.yellowpages.com/plano-tx/mip/advanced-dental-center-12573483","http://www.theadcsmile.com","21"
"Plano","US","5509 Pleasant Valley Dr Ste 90B, Plano, TX, 75023","TX","5509 Pleasant Valley Dr Ste 90B","75023","Wheelchair accessible","Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 09:00-17:30","Tu-Th 08:00-17:00","Fr 09:00-12:00",,,,"4365524","Aleksandra Anastasya Morel, DDS",,,,"17:30","Monday","09:00","Mo 09:00-17:30","17:00","Tuesday - Thursday","08:00","Tu-Th 08:00-17:00","12:00","Friday","09:00","Fr 09:00-12:00",,,,,,,,,,,,,"(972) 398-0020",,,,,"https://www.yellowpages.com/plano-tx/mip/aleksandra-anastasya-morel-dds-4365524","http://yellowpages.com/plano-tx/mip/james-dean-jensen-dds-msd-pa-8293203",
"Plano","US","1605 G Ave, Plano, TX, 75074","TX","1605 G Ave","75074",,"Dentists",,,,,"Mo 09:00-17:30","Tu-Th 08:00-17:00","Fr 09:00-12:00",,,,"8715421","James Dean Jensen DDS, MS, PA",,"closed now","closed now","17:30","Monday","09:00","Mo 09:00-17:30","17:00","Tuesday - Thursday","08:00","Tu-Th 08:00-17:00","12:00","Friday","09:00","Fr 09:00-12:00",,,,,,,,,,,,,"(972) 422-0277",,,,,"https://www.yellowpages.com/plano-tx/mip/james-dean-jensen-dds-ms-pa-8715421","https://www.jensensmiles.com/east-plano-office-location",
"Plano","US","7120 Coit Rd, Plano, TX, 75025","TX","7120 Coit Rd","75025",,"Dentists","Oral &amp; Maxillofacial Surgery",,,,"Mo 08:00-17:00","Tu 08:00-18:00","We 08:00-17:00","Th 08:00-18:00",,,"469928627","John Barnes",,"closed now","closed now","17:00","Monday","08:00","Mo 08:00-17:00","18:00","Tuesday","08:00","Tu 08:00-18:00","17:00","Wednesday","08:00","We 08:00-17:00","18:00","Thursday","08:00","Th 08:00-18:00",,,,,,,,,"(972) 208-0333",,,,,"https://www.yellowpages.com/plano-tx/mip/john-barnes-469928627","http://yellowpages.com/plano-tx/mip/carrell-family-dentistry-3118934",
