timestamp,overall_sentiment,sentiment_score,confidence,total_tokens_analyzed,bullish_tokens,bearish_tokens,neutral_tokens,SOL_action,SOL_sentiment_score,SOL_confidence,SOL_price,SOL_market_regime,WIF_action,WIF_sentiment_score,WIF_confidence,WIF_price,WIF_market_regime,BOME_action,BOME_sentiment_score,BOME_confidence,BOME_price,BOME_market_regime,JTO_action,JTO_sentiment_score,JTO_confidence,JTO_price,JTO_market_regime,PYTH_action,PYTH_sentiment_score,PYTH_confidence,PYTH_price,PYTH_market_regime
1767560328.661077,STRONG_BEARISH,-100.0,81.25,5,0,5,0,SELL,-100.0,75.0,133.96,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40386,STRONG_TREND,SELL,-100.0,85,0.000792,STRONG_TREND,SELL,-100.0,90,0.48441,VOLATILE_BREAKOUT,SELL,-100.0,85,0.06771,VOLATILE_BREAKOUT
1767564673.550127,STRONG_BEARISH,-100.0,81.0,5,0,5,0,SELL,-100.0,75.0,134.27,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40935,STRONG_TREND,SELL,-100.0,85,0.000809,STRONG_TREND,SELL,-100.0,85,0.48831,VOLATILE_BREAKOUT,SELL,-100.0,85,0.068016,VOLATILE_BREAKOUT
1767565336.058867,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,75.0,134.14,VOLATILE_BREAKOUT,SELL,-100.0,85,0.41045,STRONG_TREND,SELL,-100.0,85,0.00082,STRONG_TREND,SELL,-100.0,80,0.48623,VOLATILE_BREAKOUT,SELL,-100.0,85,0.06764,VOLATILE_BREAKOUT
1767565952.436674,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,75.0,134.09,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40983,STRONG_TREND,SELL,-100.0,85,0.000823,STRONG_TREND,SELL,-100.0,80,0.48738,VOLATILE_BREAKOUT,SELL,-100.0,85,0.067589,VOLATILE_BREAKOUT
1767566871.037633,STRONG_BEARISH,-100.0,80.5,5,0,5,0,SELL,-100.0,75.0,133.96,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40789,STRONG_TREND,SELL,-100.0,85,0.000816,STRONG_TREND,SELL,-100.0,80,0.48562,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067243,VOLATILE_BREAKOUT
1767567877.397313,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,75.0,134.65,VOLATILE_BREAKOUT,SELL,-100.0,85,0.4106,STRONG_TREND,SELL,-100.0,85,0.000845,STRONG_TREND,SELL,-100.0,80,0.48897,VOLATILE_BREAKOUT,SELL,-100.0,85,0.067953,VOLATILE_BREAKOUT
1767568263.975888,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,75.0,134.39,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40979,STRONG_TREND,SELL,-100.0,85,0.000867,STRONG_TREND,SELL,-100.0,80,0.48834,VOLATILE_BREAKOUT,SELL,-100.0,85,0.067887,VOLATILE_BREAKOUT
1767568406.708886,STRONG_BEARISH,-100.0,80.5,5,0,5,0,SELL,-100.0,75.0,134.33,VOLATILE_BREAKOUT,SELL,-100.0,85,0.4102,STRONG_TREND,SELL,-100.0,85,0.000868,STRONG_TREND,SELL,-100.0,80,0.48804,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067975,VOLATILE_BREAKOUT
1767568644.129933,STRONG_BEARISH,-100.0,81.25,5,0,5,0,SELL,-100.0,75.0,133.81,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40744,STRONG_TREND,SELL,-100.0,85,0.000859,STRONG_TREND,SELL,-100.0,90,0.48643,VOLATILE_BREAKOUT,SELL,-100.0,85,0.068186,VOLATILE_BREAKOUT
1767569422.206842,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,75.0,133.99,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40655,STRONG_TREND,SELL,-100.0,85,0.000868,STRONG_TREND,SELL,-100.0,80,0.48755,VOLATILE_BREAKOUT,SELL,-100.0,85,0.06786,VOLATILE_BREAKOUT
1767569729.163661,STRONG_BEARISH,-100.0,81.0,5,0,5,0,SELL,-100.0,75.0,134.06,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40755,STRONG_TREND,SELL,-100.0,85,0.000866,STRONG_TREND,SELL,-100.0,90,0.48803,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067749,VOLATILE_BREAKOUT
1767570717.767235,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,75.0,133.92,VOLATILE_BREAKOUT,SELL,-100.0,85,0.4053,STRONG_TREND,SELL,-100.0,85,0.000853,STRONG_TREND,SELL,-100.0,80,0.486,VOLATILE_BREAKOUT,SELL,-100.0,85,0.067535,VOLATILE_BREAKOUT
1767571282.454375,STRONG_BEARISH,-100.0,80.5,5,0,5,0,SELL,-100.0,75.0,134.14,NEUTRAL,SELL,-100.0,85,0.40487,STRONG_TREND,SELL,-100.0,85,0.000851,STRONG_TREND,SELL,-100.0,80,0.48722,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067824,VOLATILE_BREAKOUT
1767576008.148463,STRONG_BEARISH,-100.0,79.5,5,0,5,0,SELL,-100.0,75.0,136.11,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40079,STRONG_TREND,SELL,-100.0,80,0.000818,STRONG_TREND,SELL,-100.0,80,0.48922,VOLATILE_BREAKOUT,SELL,-100.0,80,0.068086,VOLATILE_BREAKOUT
1767576927.672408,STRONG_BEARISH,-100.0,81.5,5,0,5,0,SELL,-100.0,80.0,136.45,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40285,STRONG_TREND,SELL,-100.0,80,0.000826,STRONG_TREND,SELL,-100.0,80,0.49089,VOLATILE_BREAKOUT,SELL,-100.0,80,0.068408,VOLATILE_BREAKOUT
1767581155.926157,STRONG_BEARISH,-100.0,81.5,5,0,5,0,SELL,-100.0,80.0,136.3,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40183,STRONG_TREND,SELL,-100.0,80,0.000836,STRONG_TREND,SELL,-100.0,80,0.48606,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067959,VOLATILE_BREAKOUT
1767584819.296015,STRONG_BEARISH,-100.0,79.25,5,0,5,0,SELL,-100.0,75.0,136.72,VOLATILE_BREAKOUT,SELL,-100.0,85,0.39684,STRONG_TREND,SELL,-100.0,80,0.000791,STRONG_TREND,SELL,-100.0,75,0.48321,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067723,VOLATILE_BREAKOUT
1767588478.31073,STRONG_BEARISH,-100.0,78.0,5,0,5,0,SELL,-100.0,75.0,135.36,VOLATILE_BREAKOUT,SELL,-100.0,85,0.39452,STRONG_TREND,SELL,-100.0,75,0.000779,STRONG_TREND,SELL,-100.0,75,0.47525,VOLATILE_BREAKOUT,SELL,-100.0,75,0.066597,VOLATILE_BREAKOUT
1767592119.495443,STRONG_BEARISH,-100.0,79.0,5,0,5,0,SELL,-100.0,75.0,135.88,VOLATILE_BREAKOUT,SELL,-100.0,85,0.39613,STRONG_TREND,SELL,-100.0,80,0.00079,STRONG_TREND,SELL,-100.0,75,0.47773,VOLATILE_BREAKOUT,SELL,-100.0,75,0.067021,VOLATILE_BREAKOUT
1767595761.365461,STRONG_BEARISH,-90.0,76.5,5,1,4,0,SELL,-100.0,75.0,135.35,VOLATILE_BREAKOUT,SELL,-100.0,80,0.38987,STRONG_TREND,SELL,-100.0,75,0.000787,STRONG_TREND,SELL,-100.0,75,0.47396,VOLATILE_BREAKOUT,BUY,100.0,75,0.066513,VOLATILE_BREAKOUT
1767653576.585474,STRONG_BEARISH,-100.0,81.75,5,0,5,0,SELL,-100.0,80.0,138.71,WEAK_TREND,SELL,-100.0,85,0.41211,STRONG_TREND,SELL,-100.0,80,0.000798,STRONG_TREND,SELL,-100.0,80,0.49221,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070912,STRONG_TREND
1767656522.469412,STRONG_BEARISH,-100.0,81.75,5,0,5,0,SELL,-100.0,80.0,138.38,WEAK_TREND,SELL,-100.0,85,0.40992,STRONG_TREND,SELL,-100.0,80,0.000803,STRONG_TREND,SELL,-100.0,80,0.48898,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070774,STRONG_TREND
1767656756.963405,STRONG_BEARISH,-100.0,81.75,5,0,5,0,SELL,-100.0,80.0,138.27,WEAK_TREND,SELL,-100.0,85,0.40973,STRONG_TREND,SELL,-100.0,80,0.000803,STRONG_TREND,SELL,-100.0,80,0.48951,VOLATILE_BREAKOUT,SELL,-100.0,85,0.07077,STRONG_TREND
1767658041.647611,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,80.0,137.73,WEAK_TREND,SELL,-100.0,85,0.40821,STRONG_TREND,SELL,-100.0,75,0.000798,STRONG_TREND,SELL,-100.0,80,0.48854,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070668,STRONG_TREND
1767659472.220345,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,80.0,137.9,WEAK_TREND,SELL,-100.0,85,0.40912,STRONG_TREND,SELL,-100.0,75,0.000797,STRONG_TREND,SELL,-100.0,80,0.4869,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070159,STRONG_TREND
1767660077.146128,STRONG_BEARISH,-100.0,78.5,5,0,5,0,SELL,-100.0,75.0,136.91,WEAK_TREND,SELL,-100.0,85,0.40852,STRONG_TREND,SELL,-100.0,75,0.000788,STRONG_TREND,SELL,-100.0,80,0.48337,VOLATILE_BREAKOUT,SELL,-100.0,80,0.069401,STRONG_TREND
1767663739.896704,STRONG_BEARISH,-100.0,85.75,5,0,5,0,SELL,-100.0,90.0,138.05,WEAK_TREND,SELL,-100.0,85,0.41049,STRONG_TREND,SELL,-100.0,80,0.000807,STRONG_TREND,SELL,-100.0,80,0.49455,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070803,STRONG_TREND
1767667399.934061,STRONG_BEARISH,-100.0,81.75,5,0,5,0,SELL,-100.0,80.0,137.5,WEAK_TREND,SELL,-100.0,85,0.4101,STRONG_TREND,SELL,-100.0,80,0.00079,STRONG_TREND,SELL,-100.0,80,0.49325,VOLATILE_BREAKOUT,SELL,-100.0,85,0.0706,STRONG_TREND
1767669818.659404,STRONG_BEARISH,-100.0,82.0,5,0,5,0,SELL,-100.0,80.0,137.87,WEAK_TREND,SELL,-100.0,85,0.41652,STRONG_TREND,SELL,-100.0,80,0.000812,STRONG_TREND,SELL,-100.0,85,0.498,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070742,STRONG_TREND
1767670738.612038,STRONG_BEARISH,-100.0,82.0,5,0,5,0,SELL,-100.0,80.0,138.39,WEAK_TREND,SELL,-100.0,85,0.42524,STRONG_TREND,SELL,-100.0,80,0.000835,STRONG_TREND,SELL,-100.0,85,0.50059,VOLATILE_BREAKOUT,SELL,-100.0,85,0.071021,STRONG_TREND
1767671431.395223,STRONG_BEARISH,-100.0,82.0,5,0,5,0,SELL,-100.0,80.0,138.28,WEAK_TREND,SELL,-100.0,85,0.42669,STRONG_TREND,SELL,-100.0,80,0.000832,STRONG_TREND,SELL,-100.0,85,0.5023,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070953,STRONG_TREND
1767672071.31224,STRONG_BEARISH,-100.0,85.75,5,0,5,0,SELL,-100.0,90.0,138.34,WEAK_TREND,SELL,-100.0,85,0.42507,STRONG_TREND,SELL,-100.0,80,0.000828,VOLATILE_BREAKOUT,SELL,-100.0,80,0.50137,VOLATILE_BREAKOUT,SELL,-100.0,85,0.070989,STRONG_TREND
1767672585.479716,STRONG_BEARISH,-100.0,80.75,5,0,5,0,SELL,-100.0,80.0,138.5,WEAK_TREND,SELL,-100.0,85,0.41813,STRONG_TREND,SELL,-100.0,75,0.000816,VOLATILE_BREAKOUT,SELL,-100.0,80,0.50049,VOLATILE_BREAKOUT,SELL,-100.0,85,0.071095,STRONG_TREND
1767672947.526917,STRONG_BEARISH,-100.0,83.75,5,0,5,0,SELL,-100.0,80.0,138.6,WEAK_TREND,SELL,-100.0,85,0.41898,STRONG_TREND,SELL,-100.0,90,0.000823,VOLATILE_BREAKOUT,SELL,-100.0,80,0.50152,VOLATILE_BREAKOUT,SELL,-100.0,85,0.071526,STRONG_TREND
1767673217.827576,STRONG_BEARISH,-100.0,86.75,5,0,5,0,SELL,-100.0,90.0,138.77,WEAK_TREND,SELL,-100.0,85,0.42138,STRONG_TREND,SELL,-100.0,85,0.000831,VOLATILE_BREAKOUT,SELL,-100.0,80,0.50251,VOLATILE_BREAKOUT,SELL,-100.0,85,0.071503,STRONG_TREND
1767673363.733927,STRONG_BEARISH,-100.0,81.75,5,0,5,0,SELL,-100.0,80.0,138.86,WEAK_TREND,SELL,-100.0,85,0.42067,STRONG_TREND,SELL,-100.0,80,0.000826,VOLATILE_BREAKOUT,SELL,-100.0,80,0.5022,VOLATILE_BREAKOUT,SELL,-100.0,85,0.071503,STRONG_TREND
1767677010.630602,STRONG_BEARISH,-100.0,86.25,5,0,5,0,SELL,-100.0,90.0,138.42,WEAK_TREND,SELL,-100.0,80,0.4103,STRONG_TREND,SELL,-100.0,90,0.000823,VOLATILE_BREAKOUT,SELL,-100.0,80,0.49898,VOLATILE_BREAKOUT,SELL,-100.0,85,0.072288,STRONG_TREND
